,ID,Name,Age,Photo,Nationality,Flag,Club,Value,Wage,Joined,Contract Valid Until,Release Clause
2732,230967,B. Lozano,24,https://cdn.sofifa.org/players/4/19/230967.png,Uruguay,https://cdn.sofifa.org/flags/60.png,Santos Laguna,€5.5M,€15K,1-Jul-18,2021,€9.8M
2733,244791,P. Hrošovský,26,https://cdn.sofifa.org/players/4/19/244791.png,Slovakia,https://cdn.sofifa.org/flags/43.png,Viktoria Plzeň,€4.9M,€1K,1-Jan-14,2021,€11.1M
2734,197688,Gabriel Silva,27,https://cdn.sofifa.org/players/4/19/197688.png,Brazil,https://cdn.sofifa.org/flags/54.png,AS Saint-Étienne,€3.7M,€22K,9-Aug-17,2020,€7.3M
2735,201016,O. Sorg,28,https://cdn.sofifa.org/players/4/19/201016.png,Germany,https://cdn.sofifa.org/flags/21.png,Hannover 96,€3.2M,€25K,1-Jul-15,2019,€5.7M
2736,235320,B. Johnsen,26,https://cdn.sofifa.org/players/4/19/235320.png,Norway,https://cdn.sofifa.org/flags/36.png,AZ Alkmaar,€4.8M,€14K,27-Jul-18,2022,€7.5M
2737,181560,M. Yanga-Mbiwa,29,https://cdn.sofifa.org/players/4/19/181560.png,France,https://cdn.sofifa.org/flags/18.png,Olympique Lyonnais,€3.1M,€40K,14-Aug-15,2020,€5.9M
2738,209723,M. Britos,29,https://cdn.sofifa.org/players/4/19/209723.png,Uruguay,https://cdn.sofifa.org/flags/60.png,Querétaro,€4M,€11K,12-Jan-18,2018,€6.8M
2739,179516,R. Hennings,30,https://cdn.sofifa.org/players/4/19/179516.png,Germany,https://cdn.sofifa.org/flags/21.png,Fortuna Düsseldorf,€3.9M,€26K,7-Jul-17,2020,€6.9M
2740,225085,J. Bamba,22,https://cdn.sofifa.org/players/4/19/225085.png,France,https://cdn.sofifa.org/flags/18.png,LOSC Lille,€6M,€21K,2-Jul-18,2023,€13.2M
2741,226877,Ivo Rodrigues,23,https://cdn.sofifa.org/players/4/19/226877.png,Portugal,https://cdn.sofifa.org/flags/38.png,Royal Antwerp FC,€5.5M,€10K,14-May-18,2021,€9.4M
2742,228413,E. Audero,21,https://cdn.sofifa.org/players/4/19/228413.png,Italy,https://cdn.sofifa.org/flags/27.png,Sampdoria,€5.5M,€30K,,30-Jun-19,
2743,237629,A. Maier,19,https://cdn.sofifa.org/players/4/19/237629.png,Germany,https://cdn.sofifa.org/flags/21.png,Hertha BSC,€7.5M,€10K,4-Feb-17,2022,€17.4M
2744,177981,F. Tissone,31,https://cdn.sofifa.org/players/4/19/177981.png,Argentina,https://cdn.sofifa.org/flags/52.png,CD Nacional,€2.7M,€9K,29-Sep-18,2019,€5.7M
2745,207935,M. Dituro,31,https://cdn.sofifa.org/players/4/19/207935.png,Argentina,https://cdn.sofifa.org/flags/52.png,Universidad Católica,€2.4M,€7K,10-Jan-17,2021,€3.4M
2746,184895,G. Bia,28,https://cdn.sofifa.org/players/4/19/184895.png,Belgium,https://cdn.sofifa.org/flags/7.png,Sporting Lokeren,€4M,€13K,13-Sep-18,2019,€6.1M
2747,244544,B. Alıcı,21,https://cdn.sofifa.org/players/4/19/244544.png,Turkey,https://cdn.sofifa.org/flags/48.png,Fenerbahçe SK,€5.5M,€33K,10-Jul-18,2023,€11.6M
2748,201025,G. Bussmann,27,https://cdn.sofifa.org/players/4/19/201025.png,France,https://cdn.sofifa.org/flags/18.png,1. FSV Mainz 05,€3.3M,€20K,30-Aug-15,2019,€5.9M
2749,192321,C. Buchtmann,26,https://cdn.sofifa.org/players/4/19/192321.png,Germany,https://cdn.sofifa.org/flags/21.png,FC St. Pauli,€4.9M,€16K,30-Aug-12,2022,€8.2M
2750,209218,J. Al Hussien,35,https://cdn.sofifa.org/players/4/19/209218.png,Syria,https://cdn.sofifa.org/flags/186.png,Al Taawoun,€1.8M,€13K,9-Jul-14,2019,€2.9M
2751,221250,G. Poblete,25,https://cdn.sofifa.org/players/4/19/221250.png,Argentina,https://cdn.sofifa.org/flags/52.png,San Lorenzo de Almagro,€4.2M,€6K,,30-Jun-19,
2752,225859,M. Niakhaté,22,https://cdn.sofifa.org/players/4/19/225859.png,France,https://cdn.sofifa.org/flags/18.png,1. FSV Mainz 05,€4.8M,€17K,7-Jul-18,2023,€9.6M
2753,226627,T. Minamino,23,https://cdn.sofifa.org/players/4/19/226627.png,Japan,https://cdn.sofifa.org/flags/163.png,FC Red Bull Salzburg,€5.5M,€27K,7-Jan-15,2021,€9.4M
2754,229699,N. Benedetti,21,https://cdn.sofifa.org/players/4/19/229699.png,Colombia,https://cdn.sofifa.org/flags/56.png,Deportivo Cali,€7M,€2K,19-Jun-15,2021,€11.2M
2755,196932,Y. Sanogo,25,https://cdn.sofifa.org/players/4/19/196932.png,France,https://cdn.sofifa.org/flags/18.png,Toulouse Football Club,€5.5M,€24K,7-Jul-17,2020,€11.4M
2756,235844,E. Álvarez,20,https://cdn.sofifa.org/players/4/19/235844.png,Mexico,https://cdn.sofifa.org/flags/83.png,Club América,€4.7M,€29K,1-Jan-16,2021,€9M
2757,190276,S. Sunzu,29,https://cdn.sofifa.org/players/4/19/190276.png,Zambia,https://cdn.sofifa.org/flags/147.png,FC Metz,€3.5M,€7K,9-Jul-18,2020,€6.6M
2758,213061,M. Kanazaki,29,https://cdn.sofifa.org/players/4/19/213061.png,Japan,https://cdn.sofifa.org/flags/163.png,Sagan Tosu,€4M,€6K,24-Jul-18,2021,€5M
2759,211014,Paulinho,26,https://cdn.sofifa.org/players/4/19/211014.png,Portugal,https://cdn.sofifa.org/flags/38.png,GD Chaves,€3.4M,€8K,1-Jul-17,2020,€7.1M
2760,158790,L. Bustamante,32,https://cdn.sofifa.org/players/4/19/158790.png,Argentina,https://cdn.sofifa.org/flags/52.png,Deportes Iquique,€3.1M,€4K,23-Jun-15,2018,€4.2M
2761,192838,E. Schelotto,29,https://cdn.sofifa.org/players/4/19/192838.png,Italy,https://cdn.sofifa.org/flags/27.png,Brighton & Hove Albion,€3M,€34K,31-Aug-17,2020,€5.7M
2762,196935,Ignasi Miquel,25,https://cdn.sofifa.org/players/4/19/196935.png,Spain,https://cdn.sofifa.org/flags/45.png,Getafe CF,€4.3M,€16K,4-Aug-18,2022,€9.5M
2763,211527,Álex Gallar,26,https://cdn.sofifa.org/players/4/19/211527.png,Spain,https://cdn.sofifa.org/flags/45.png,SD Huesca,€4.7M,€19K,10-Jul-17,2020,€10.7M
2764,184136,Orlando Sá,30,https://cdn.sofifa.org/players/4/19/184136.png,Portugal,https://cdn.sofifa.org/flags/38.png,Standard de Liège,€3.9M,€15K,19-Jul-18,2021,€5.8M
2765,200521,T. Ince,26,https://cdn.sofifa.org/players/4/19/200521.png,England,https://cdn.sofifa.org/flags/14.png,Stoke City,€4.7M,€37K,24-Jul-18,2022,€9.3M
2766,211017,Víctor Rodríguez,28,https://cdn.sofifa.org/players/4/19/211017.png,Spain,https://cdn.sofifa.org/flags/45.png,Seattle Sounders FC,€4M,€8K,2-Aug-17,2019,€6.1M
2767,177481,L. Baal,32,https://cdn.sofifa.org/players/4/19/177481.png,France,https://cdn.sofifa.org/flags/18.png,Stade Rennais FC,€2.2M,€22K,1-Jul-15,2019,€4.2M
2768,159818,Élton,32,https://cdn.sofifa.org/players/4/19/159818.png,Brazil,https://cdn.sofifa.org/flags/54.png,Al Qadisiyah,€3.1M,€18K,4-Jan-17,2019,€5.1M
2769,231242,A. Ounas,21,https://cdn.sofifa.org/players/4/19/231242.png,Algeria,https://cdn.sofifa.org/flags/97.png,Napoli,€6M,€35K,4-Jul-17,2022,€11.4M
2770,189514,H. Afful,32,https://cdn.sofifa.org/players/4/19/189514.png,Ghana,https://cdn.sofifa.org/flags/117.png,Columbus Crew SC,€2.2M,€7K,30-Jul-15,2021,€3.3M
2771,193098,C. Clemens,26,https://cdn.sofifa.org/players/4/19/193098.png,Germany,https://cdn.sofifa.org/flags/21.png,1. FC Köln,€4.3M,€17K,1-Jan-17,2021,€6.4M
2772,162123,F. Amorebieta,33,https://cdn.sofifa.org/players/4/19/162123.png,Venezuela,https://cdn.sofifa.org/flags/61.png,Independiente,€1.6M,€15K,18-Jul-17,2019,€2.3M
2773,212300,J. O'Connell,24,https://cdn.sofifa.org/players/4/19/212300.png,England,https://cdn.sofifa.org/flags/14.png,Sheffield United,€4.8M,€10K,8-Jul-16,2022,€10.1M
2774,173132,F. Dionisi,31,https://cdn.sofifa.org/players/4/19/173132.png,Italy,https://cdn.sofifa.org/flags/27.png,Frosinone,€3.6M,€15K,28-Jul-14,2021,€6.5M
2775,186444,H. Harbaoui,33,https://cdn.sofifa.org/players/4/19/186444.png,Tunisia,https://cdn.sofifa.org/flags/145.png,SV Zulte-Waregem,€2.5M,€15K,3-Jan-18,2021,€3.8M
2776,213581,M. Nervo,27,https://cdn.sofifa.org/players/4/19/213581.png,Argentina,https://cdn.sofifa.org/flags/52.png,Santos Laguna,€4M,€16K,6-Jul-18,2019,€7.2M
2777,162893,J. Djourou,31,https://cdn.sofifa.org/players/4/19/162893.png,Switzerland,https://cdn.sofifa.org/flags/47.png,SPAL,€2.7M,€11K,26-Jul-18,2019,€4.9M
2778,176717,P. Karlsson,32,https://cdn.sofifa.org/players/4/19/176717.png,Sweden,https://cdn.sofifa.org/flags/46.png,AIK,€2.3M,€8K,1-Jan-03,2020,€3M
2779,214350,M. Rangel,27,https://cdn.sofifa.org/players/4/19/214350.png,Colombia,https://cdn.sofifa.org/flags/56.png,Atlético Bucaramanga,€4.3M,€4K,,31-Dec-18,
2780,214606,S. Pérez,25,https://cdn.sofifa.org/players/4/19/214606.png,Colombia,https://cdn.sofifa.org/flags/56.png,Pachuca,€5M,€18K,,30-Jun-19,
2781,215118,F. Manríquez,34,https://cdn.sofifa.org/players/4/19/215118.png,Chile,https://cdn.sofifa.org/flags/55.png,CD Universidad de Concepción,€1.9M,€5K,1-Jun-13,2018,€2.7M
2782,159566,Abraham González,32,https://cdn.sofifa.org/players/4/19/159566.png,Spain,https://cdn.sofifa.org/flags/45.png,Lobos BUAP,€3M,€8K,1-Jul-18,2019,€5M
2783,230222,Ailton Valpaços,26,https://cdn.sofifa.org/players/4/19/230222.png,Brazil,https://cdn.sofifa.org/flags/54.png,Atlético Mineiro,€3.5M,€24K,1-Jan-18,2021,€6.6M
2784,241486,J. Koundé,19,https://cdn.sofifa.org/players/4/19/241486.png,France,https://cdn.sofifa.org/flags/18.png,FC Girondins de Bordeaux,€6.5M,€12K,10-Oct-17,2021,€16.4M
2785,199504,T. Xhaka,27,https://cdn.sofifa.org/players/4/19/199504.png,Albania,https://cdn.sofifa.org/flags/1.png,FC Basel 1893,€3.9M,€19K,1-Jan-10,2021,€6.2M
2786,209744,E. Mena,29,https://cdn.sofifa.org/players/4/19/209744.png,Chile,https://cdn.sofifa.org/flags/55.png,Racing Club,€3M,€16K,8-Aug-18,2022,€4.5M
2787,158800,W. Janssen,31,https://cdn.sofifa.org/players/4/19/158800.png,Netherlands,https://cdn.sofifa.org/flags/34.png,FC Utrecht,€2.7M,€14K,1-Jan-11,2020,€4M
2788,236112,Douglas Armeira,26,https://cdn.sofifa.org/players/4/19/236112.png,Brazil,https://cdn.sofifa.org/flags/54.png,América FC (Minas Gerais),€3.4M,€13K,1-Jan-18,2021,€6.5M
2789,238160,M. Demiral,20,https://cdn.sofifa.org/players/4/19/238160.png,Turkey,https://cdn.sofifa.org/flags/48.png,Alanyaspor,€5.5M,€7K,,31-May-19,
2790,182864,D. Vera,33,https://cdn.sofifa.org/players/4/19/182864.png,Uruguay,https://cdn.sofifa.org/flags/60.png,Club Atlético Tigre,€2.5M,€14K,25-Jul-18,2020,€3.8M
2791,199761,M. Kamiński,26,https://cdn.sofifa.org/players/4/19/199761.png,Poland,https://cdn.sofifa.org/flags/37.png,Fortuna Düsseldorf,€4M,€24K,,30-Jun-19,
2792,214609,S. Cárdenas,28,https://cdn.sofifa.org/players/4/19/214609.png,Colombia,https://cdn.sofifa.org/flags/56.png,Atlético Bucaramanga,€4M,€5K,,30-Jun-19,
2793,224081,K. Phillips,22,https://cdn.sofifa.org/players/4/19/224081.png,England,https://cdn.sofifa.org/flags/14.png,Leeds United,€4.7M,€26K,1-Jul-14,2021,€9.8M
2794,121937,M. Rensing,34,https://cdn.sofifa.org/players/4/19/121937.png,Germany,https://cdn.sofifa.org/flags/21.png,Fortuna Düsseldorf,€1.6M,€17K,1-Jul-13,2019,€2.9M
2795,200275,Y. Mokhtar,26,https://cdn.sofifa.org/players/4/19/200275.png,Morocco,https://cdn.sofifa.org/flags/129.png,MKE Ankaragücü,€4.3M,€18K,20-Jul-18,2021,€8.6M
2796,201043,B. Dejaegere,27,https://cdn.sofifa.org/players/4/19/201043.png,Belgium,https://cdn.sofifa.org/flags/7.png,KAA Gent,€4.5M,€17K,9-Aug-13,2022,€7.1M
2797,233556,R. Orsolini,21,https://cdn.sofifa.org/players/4/19/233556.png,Italy,https://cdn.sofifa.org/flags/27.png,Bologna,€7M,€52K,,30-Jun-19,
2798,186452,S. de Jong,29,https://cdn.sofifa.org/players/4/19/186452.png,Netherlands,https://cdn.sofifa.org/flags/34.png,Sydney FC,€3.9M,€15K,,30-Jun-19,
2799,221269,J. Riedewald,21,https://cdn.sofifa.org/players/4/19/221269.png,Netherlands,https://cdn.sofifa.org/flags/34.png,Crystal Palace,€4.9M,€26K,24-Jul-17,2022,€10.2M
2800,183893,C. Yacob,30,https://cdn.sofifa.org/players/4/19/183893.png,Argentina,https://cdn.sofifa.org/flags/52.png,Nottingham Forest,€3M,€35K,6-Sep-18,2020,€5.6M
2801,224599,Yan Junling,27,https://cdn.sofifa.org/players/4/19/224599.png,China PR,https://cdn.sofifa.org/flags/155.png,Shanghai SIPG FC,€3.4M,€10K,8-Mar-13,2020,€7.7M
2802,178007,Miguel Veloso,32,https://cdn.sofifa.org/players/4/19/178007.png,Portugal,https://cdn.sofifa.org/flags/38.png,Genoa,€2.3M,€13K,19-Oct-18,2021,€3.9M
2803,203864,B. Zuculini,25,https://cdn.sofifa.org/players/4/19/203864.png,Argentina,https://cdn.sofifa.org/flags/52.png,River Plate,€4.2M,€16K,30-Jan-18,2022,€6.2M
2804,225880,J. Moreira,28,https://cdn.sofifa.org/players/4/19/225880.png,Paraguay,https://cdn.sofifa.org/flags/58.png,River Plate,€3.2M,€18K,23-Jul-16,2020,€4.4M
2805,194904,B. Hamid,27,https://cdn.sofifa.org/players/4/19/194904.png,United States,https://cdn.sofifa.org/flags/95.png,DC United,€3.4M,€14K,,31-Dec-19,
2806,205401,V. Qazaishvili,25,https://cdn.sofifa.org/players/4/19/205401.png,Georgia,https://cdn.sofifa.org/flags/20.png,San Jose Earthquakes,€4.9M,€7K,22-Jun-17,2019,€7.5M
2807,223065,G. Toledo,28,https://cdn.sofifa.org/players/4/19/223065.png,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Colón,€3.2M,€11K,26-Jul-18,2021,€4.7M
2808,152922,E. Barreto,33,https://cdn.sofifa.org/players/4/19/152922.png,Paraguay,https://cdn.sofifa.org/flags/58.png,Sampdoria,€2.3M,€26K,1-Jul-15,2019,€4M
2809,175962,N. Bungert,31,https://cdn.sofifa.org/players/4/19/175962.png,Germany,https://cdn.sofifa.org/flags/21.png,1. FSV Mainz 05,€2.7M,€20K,1-Jul-08,2019,€4.9M
2810,229980,C. Montes,21,https://cdn.sofifa.org/players/4/19/229980.png,Mexico,https://cdn.sofifa.org/flags/83.png,Monterrey,€5M,€22K,1-Jul-15,2023,€9.5M
2811,49756,J. Poulsen,34,https://cdn.sofifa.org/players/4/19/49756.png,Denmark,https://cdn.sofifa.org/flags/13.png,FC Midtjylland,€1.9M,€19K,21-Jan-14,2019,€2.5M
2812,183644,A. Grünwald,29,https://cdn.sofifa.org/players/4/19/183644.png,Austria,https://cdn.sofifa.org/flags/4.png,FK Austria Wien,€3.9M,€15K,1-Jul-11,2021,€5.7M
2813,193884,S. Clucas,27,https://cdn.sofifa.org/players/4/19/193884.png,England,https://cdn.sofifa.org/flags/14.png,Stoke City,€4.2M,€34K,9-Aug-18,2022,€7.9M
2814,204125,J. Bořil,27,https://cdn.sofifa.org/players/4/19/204125.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,SK Slavia Praha,€3.7M,€1K,4-Jan-16,2021,€8.4M
2815,156253,J. Lewis,30,https://cdn.sofifa.org/players/4/19/156253.png,England,https://cdn.sofifa.org/flags/14.png,Aberdeen,€2.6M,€6K,15-Jun-16,2020,€4.5M
2816,202078,D. Nagbe,27,https://cdn.sofifa.org/players/4/19/202078.png,United States,https://cdn.sofifa.org/flags/95.png,Atlanta United,€4.1M,€7K,14-Dec-17,2018,€6.2M
2817,142942,J. Gandolfi,37,https://cdn.sofifa.org/players/4/19/142942.png,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Talleres,€550K,€9K,1-Jul-16,2019,€825K
2818,184926,Fabiano,30,https://cdn.sofifa.org/players/4/19/184926.png,Brazil,https://cdn.sofifa.org/flags/54.png,FC Porto,€3M,€8K,1-Jul-12,2019,€6.2M
2819,231007,J. Mišić,24,https://cdn.sofifa.org/players/4/19/231007.png,Croatia,https://cdn.sofifa.org/flags/10.png,Sporting CP,€5.5M,€9K,6-Jan-18,2023,€11.4M
2820,231263,J. Gélin,21,https://cdn.sofifa.org/players/4/19/231263.png,France,https://cdn.sofifa.org/flags/18.png,Stade Rennais FC,€5.5M,€16K,1-Jul-17,2022,€11.6M
2821,232543,S. Bertoli,40,https://cdn.sofifa.org/players/4/19/232543.png,Argentina,https://cdn.sofifa.org/flags/52.png,Patronato,€270K,€6K,1-Jul-03,2019,€392K
2822,236639,Xeka,23,https://cdn.sofifa.org/players/4/19/236639.png,Portugal,https://cdn.sofifa.org/flags/38.png,LOSC Lille,€4.7M,€19K,1-Jul-17,2021,€10.3M
2823,46175,M. Rosenberg,35,https://cdn.sofifa.org/players/4/19/46175.png,Sweden,https://cdn.sofifa.org/flags/46.png,Malmö FF,€1.8M,€6K,5-Feb-14,2020,€2.4M
2824,198240,Raul García,29,https://cdn.sofifa.org/players/4/19/198240.png,Spain,https://cdn.sofifa.org/flags/45.png,CD Leganés,€3M,€22K,1-Jul-17,2019,€6.3M
2825,202848,G. Caprari,24,https://cdn.sofifa.org/players/4/19/202848.png,Italy,https://cdn.sofifa.org/flags/27.png,Sampdoria,€5.5M,€25K,1-Jul-17,2022,€9.8M
2826,210016,Diego Lopes,24,https://cdn.sofifa.org/players/4/19/210016.png,Brazil,https://cdn.sofifa.org/flags/54.png,Rio Ave FC,€5M,€7K,16-Jan-18,2023,€10.9M
2827,189024,M. Banguera,32,https://cdn.sofifa.org/players/4/19/189024.png,Ecuador,https://cdn.sofifa.org/flags/57.png,,€ 0,€ 0,,,
2828,190560,O. Gonzalez,29,https://cdn.sofifa.org/players/4/19/190560.png,United States,https://cdn.sofifa.org/flags/95.png,Club Atlas,€3.1M,€17K,1-Jul-18,2019,€5.3M
2829,229473,Costinha,25,https://cdn.sofifa.org/players/4/19/229473.png,Portugal,https://cdn.sofifa.org/flags/38.png,Vitória de Setúbal,€4.9M,€6K,1-Jul-15,2019,€10.7M
2830,231521,E. Palacios,19,https://cdn.sofifa.org/players/4/19/231521.png,Argentina,https://cdn.sofifa.org/flags/52.png,River Plate,€7M,€9K,8-Nov-15,2021,€11.2M
2831,184417,Sergio Tejera,28,https://cdn.sofifa.org/players/4/19/184417.png,Spain,https://cdn.sofifa.org/flags/45.png,Real Oviedo,€3.2M,€9K,2-Jul-18,2020,€5.2M
2832,229218,Pedro Rocha,23,https://cdn.sofifa.org/players/4/19/229218.png,Brazil,https://cdn.sofifa.org/flags/54.png,Spartak Moscow,€5.5M,€1K,31-Aug-17,2021,€12.7M
2833,194146,K. Long,27,https://cdn.sofifa.org/players/4/19/194146.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,Burnley,€3.4M,€36K,25-Jan-10,2021,€6.4M
2834,2147,M. Stekelenburg,35,https://cdn.sofifa.org/players/4/19/2147.png,Netherlands,https://cdn.sofifa.org/flags/34.png,Everton,€950K,€30K,4-Jul-16,2019,€1.8M
2835,215651,Samir,23,https://cdn.sofifa.org/players/4/19/215651.png,Brazil,https://cdn.sofifa.org/flags/54.png,Udinese,€4.4M,€17K,30-Jun-16,2021,€8.3M
2836,211556,Carlos Hernández,27,https://cdn.sofifa.org/players/4/19/211556.png,Spain,https://cdn.sofifa.org/flags/45.png,Real Oviedo,€3.8M,€9K,1-Jul-17,2019,€6.3M
2837,228708,L. Martínez Quarta,22,https://cdn.sofifa.org/players/4/19/228708.png,Argentina,https://cdn.sofifa.org/flags/52.png,River Plate,€5.5M,€14K,1-Jul-16,2021,€8.8M
2838,211557,F. Barba,24,https://cdn.sofifa.org/players/4/19/211557.png,Italy,https://cdn.sofifa.org/flags/27.png,Chievo Verona,€4.7M,€11K,14-Aug-18,2022,€8.9M
2839,169317,T. Elyounoussi,30,https://cdn.sofifa.org/players/4/19/169317.png,Norway,https://cdn.sofifa.org/flags/36.png,AIK,€3.9M,€10K,30-Jan-18,2019,€5M
2840,170597,T. Krul,30,https://cdn.sofifa.org/players/4/19/170597.png,Netherlands,https://cdn.sofifa.org/flags/34.png,Norwich City,€2.6M,€17K,24-Jul-18,2020,€4.9M
2841,232294,R. Morioka,27,https://cdn.sofifa.org/players/4/19/232294.png,Japan,https://cdn.sofifa.org/flags/163.png,RSC Anderlecht,€4.6M,€16K,30-Jan-18,2021,€7.2M
2842,105318,J. Valdés,37,https://cdn.sofifa.org/players/4/19/105318.png,Chile,https://cdn.sofifa.org/flags/55.png,Colo-Colo,€1.3M,€6K,1-Jan-14,2019,€1.8M
2843,237670,Bruno Xadas,20,https://cdn.sofifa.org/players/4/19/237670.png,Portugal,https://cdn.sofifa.org/flags/38.png,SC Braga,€7M,€9K,1-Jul-16,2022,€15.4M
2844,186982,A. Büttner,29,https://cdn.sofifa.org/players/4/19/186982.png,Netherlands,https://cdn.sofifa.org/flags/34.png,Vitesse,€3M,€12K,16-Jan-17,2019,€4.5M
2845,222825,C. Akolo,23,https://cdn.sofifa.org/players/4/19/222825.png,DR Congo,https://cdn.sofifa.org/flags/110.png,VfB Stuttgart,€6M,€25K,9-Jul-17,2021,€11.4M
2846,207722,Cristiano,31,https://cdn.sofifa.org/players/4/19/207722.png,Brazil,https://cdn.sofifa.org/flags/54.png,Kashiwa Reysol,€3.6M,€11K,26-Jun-16,2022,€4.5M
2847,211818,K. Möhwald,24,https://cdn.sofifa.org/players/4/19/211818.png,Germany,https://cdn.sofifa.org/flags/21.png,SV Werder Bremen,€5M,€19K,1-Jul-18,2021,€8.9M
2848,214379,A. Rodríguez,29,https://cdn.sofifa.org/players/4/19/214379.png,Colombia,https://cdn.sofifa.org/flags/56.png,Minnesota United FC,€4M,€8K,10-Jul-18,2023,€6M
2849,229739,J. Góralski,25,https://cdn.sofifa.org/players/4/19/229739.png,Poland,https://cdn.sofifa.org/flags/37.png,,€ 0,€ 0,,,
2850,164459,S. Larsson,33,https://cdn.sofifa.org/players/4/19/164459.png,Sweden,https://cdn.sofifa.org/flags/46.png,AIK,€2.3M,€9K,15-Jul-18,2020,€3.1M
2851,204908,D. Ndongala,27,https://cdn.sofifa.org/players/4/19/204908.png,DR Congo,https://cdn.sofifa.org/flags/110.png,KRC Genk,€4.2M,€14K,8-May-18,2021,€6.3M
2852,157804,S. Carson,32,https://cdn.sofifa.org/players/4/19/157804.png,England,https://cdn.sofifa.org/flags/14.png,Derby County,€2.3M,€25K,12-Jun-15,2020,€4.4M
2853,161644,M. Matip,32,https://cdn.sofifa.org/players/4/19/161644.png,Cameroon,https://cdn.sofifa.org/flags/103.png,FC Ingolstadt 04,€2.3M,€19K,1-Aug-10,2019,€3.7M
2854,169324,A. Ulmer,32,https://cdn.sofifa.org/players/4/19/169324.png,Austria,https://cdn.sofifa.org/flags/4.png,FC Red Bull Salzburg,€2.2M,€25K,28-Jan-09,2019,€3.3M
2855,183916,J. Pied,29,https://cdn.sofifa.org/players/4/19/183916.png,France,https://cdn.sofifa.org/flags/18.png,LOSC Lille,€3M,€23K,31-Aug-18,2020,€6M
2856,207725,M. van der Hoorn,25,https://cdn.sofifa.org/players/4/19/207725.png,Netherlands,https://cdn.sofifa.org/flags/34.png,Swansea City,€4.2M,€20K,18-Jul-16,2019,€8.3M
2857,179565,M. Gavranović,28,https://cdn.sofifa.org/players/4/19/179565.png,Switzerland,https://cdn.sofifa.org/flags/47.png,Dinamo Zagreb,€4.1M,€1K,18-Jan-18,2021,€9.1M
2858,193133,J. Stryger Larsen,27,https://cdn.sofifa.org/players/4/19/193133.png,Denmark,https://cdn.sofifa.org/flags/13.png,Udinese,€3.9M,€19K,25-Aug-17,2022,€7.3M
2859,201326,G. Torje,28,https://cdn.sofifa.org/players/4/19/201326.png,Romania,https://cdn.sofifa.org/flags/39.png,Sivasspor,€4M,€13K,31-Aug-18,2019,€8.1M
2860,225646,C. Mayada,27,https://cdn.sofifa.org/players/4/19/225646.png,Uruguay,https://cdn.sofifa.org/flags/60.png,River Plate,€3.3M,€17K,23-Jan-15,2019,€4.6M
2861,212079,M. Pérez,25,https://cdn.sofifa.org/players/4/19/212079.png,Mexico,https://cdn.sofifa.org/flags/83.png,Guadalajara,€4.5M,€26K,1-Oct-12,2020,€8M
2862,178287,S. Arfield,29,https://cdn.sofifa.org/players/4/19/178287.png,Canada,https://cdn.sofifa.org/flags/70.png,Rangers FC,€3.8M,€41K,1-Jul-18,2021,€6.9M
2863,185199,S. Ribas,30,https://cdn.sofifa.org/players/4/19/185199.png,Uruguay,https://cdn.sofifa.org/flags/60.png,Club Atlético Lanús,€3.9M,€17K,1-Jul-18,2021,€5.8M
2864,199792,A. Christiansen,28,https://cdn.sofifa.org/players/4/19/199792.png,Denmark,https://cdn.sofifa.org/flags/13.png,Malmö FF,€4M,€7K,15-Jul-18,2022,€5.2M
2865,214384,F. Aguilar,25,https://cdn.sofifa.org/players/4/19/214384.png,Colombia,https://cdn.sofifa.org/flags/56.png,Atlético Nacional,€4.8M,€5K,29-Dec-15,2018,€7.6M
2866,165232,O. Veigneau,32,https://cdn.sofifa.org/players/4/19/165232.png,France,https://cdn.sofifa.org/flags/18.png,Kasimpaşa SK,€2.2M,€11K,17-Aug-15,2019,€4.4M
2867,230513,Gus Outomouro,34,https://cdn.sofifa.org/players/4/19/230513.png,Brazil,https://cdn.sofifa.org/flags/54.png,Internacional,€2.1M,€23K,1-Jan-18,2021,€4M
2868,211826,R. Czichos,28,https://cdn.sofifa.org/players/4/19/211826.png,Germany,https://cdn.sofifa.org/flags/21.png,1. FC Köln,€3.2M,€17K,1-Jul-18,2022,€4.9M
2869,240754,Y. Atal,22,https://cdn.sofifa.org/players/4/19/240754.png,Algeria,https://cdn.sofifa.org/flags/97.png,OGC Nice,€5.5M,€19K,17-Jul-18,2023,€11.6M
2870,195698,C. Doukouré,25,https://cdn.sofifa.org/players/4/19/195698.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,Levante UD,€4.5M,€16K,4-Aug-17,2021,€9.7M
2871,226419,F. Sambueza,29,https://cdn.sofifa.org/players/4/19/226419.png,Argentina,https://cdn.sofifa.org/flags/52.png,Junior FC,€3.9M,€4K,27-Jul-18,2023,€5.5M
2872,230259,Juliano Mascarinhas,34,https://cdn.sofifa.org/players/4/19/230259.png,Brazil,https://cdn.sofifa.org/flags/54.png,Grêmio,€1.2M,€21K,1-Jan-18,2021,€2.2M
2873,192371,F. Rinaudo,31,https://cdn.sofifa.org/players/4/19/192371.png,Argentina,https://cdn.sofifa.org/flags/52.png,Gimnasia y Esgrima La Plata,€3.4M,€13K,12-Jul-17,2020,€5.1M
